"","sample_id","sample_date","nutrient","value"
"4297","MPR","1990-01-30","no3_n",335
"4298","MPR","1990-01-30","mg",2.11
"4299","MPR","1990-01-30","ca",9.27
"4300","MPR","1990-01-30","nh4_n",NA
"4301","MPR","1990-02-06","k",1.04
"4302","MPR","1990-02-06","no3_n",215
"4303","MPR","1990-02-06","mg",2.33
"4304","MPR","1990-02-06","ca",10.95
"4305","MPR","1990-02-06","nh4_n",NA
"4306","MPR","1990-02-13","k",1.18
"4307","MPR","1990-02-13","no3_n",308
"4308","MPR","1990-02-13","mg",2.35
"4309","MPR","1990-02-13","ca",9.39
"4310","MPR","1990-02-13","nh4_n",NA
"4311","MPR","1990-02-20","k",1.18
"4312","MPR","1990-02-20","no3_n",32
"4313","MPR","1990-02-20","mg",2.2
"4314","MPR","1990-02-20","ca",9.05
"4315","MPR","1990-02-20","nh4_n",NA
"4316","MPR","1990-02-27","k",1.02
"4317","MPR","1990-02-27","no3_n",250
"4318","MPR","1990-02-27","mg",2.18
"4319","MPR","1990-02-27","ca",NA
"4320","MPR","1990-02-27","nh4_n",NA
"4321","MPR","1990-03-06","k",1.06
"4322","MPR","1990-03-06","no3_n",160
"4323","MPR","1990-03-06","mg",2.44
"4324","MPR","1990-03-06","ca",9.99
"4325","MPR","1990-03-06","nh4_n",NA
"4326","MPR","1990-03-13","k",1.17
"4327","MPR","1990-03-13","no3_n",333
"4328","MPR","1990-03-13","mg",1
"4329","MPR","1990-03-13","ca",3.84
"4330","MPR","1990-03-13","nh4_n",NA
"4331","MPR","1990-03-20","k",0.95
"4332","MPR","1990-03-20","no3_n",226
"4333","MPR","1990-03-20","mg",2.21
"4334","MPR","1990-03-20","ca",8.49
"4335","MPR","1990-03-20","nh4_n",NA
"4336","MPR","1990-03-27","k",1.19
"4337","MPR","1990-03-27","no3_n",336
"4338","MPR","1990-03-27","mg",1.62
"4339","MPR","1990-03-27","ca",5.46
"4340","MPR","1990-03-27","nh4_n",NA
"4341","MPR","1990-04-03","k",0.93
"4342","MPR","1990-04-03","no3_n",123
"4343","MPR","1990-04-03","mg",2.15
"4344","MPR","1990-04-03","ca",8.32
"4345","MPR","1990-04-03","nh4_n",NA
"4346","MPR","1990-04-10","k",1
"4347","MPR","1990-04-10","no3_n",124
"4348","MPR","1990-04-10","mg",2.42
"4349","MPR","1990-04-10","ca",10.45
"4350","MPR","1990-04-10","nh4_n",NA
"4351","MPR","1990-04-17","k",0.99
"4352","MPR","1990-04-17","no3_n",130
"4353","MPR","1990-04-17","mg",2.16
"4354","MPR","1990-04-17","ca",9.07
"4355","MPR","1990-04-17","nh4_n",NA
"4356","MPR","1990-04-24","k",0.99
"4357","MPR","1990-04-24","no3_n",10
"4358","MPR","1990-04-24","mg",2.41
"4359","MPR","1990-04-24","ca",10.48
"4360","MPR","1990-04-24","nh4_n",NA
"4361","MPR","1990-05-01","k",1.01
"4362","MPR","1990-05-01","no3_n",183
"4363","MPR","1990-05-01","mg",2.14
"4364","MPR","1990-05-01","ca",8.95
"4365","MPR","1990-05-01","nh4_n",NA
"4366","MPR","1990-05-08","k",1.01
"4367","MPR","1990-05-08","no3_n",17
"4368","MPR","1990-05-08","mg",2.44
"4369","MPR","1990-05-08","ca",10.49
"4370","MPR","1990-05-08","nh4_n",NA
"4371","MPR","1990-05-15","k",0.95
"4372","MPR","1990-05-15","no3_n",250
"4373","MPR","1990-05-15","mg",1.7
"4374","MPR","1990-05-15","ca",8.31
"4375","MPR","1990-05-15","nh4_n",NA
"4376","MPR","1990-05-22","k",1
"4377","MPR","1990-05-22","no3_n",117
"4378","MPR","1990-05-22","mg",2.33
"4379","MPR","1990-05-22","ca",10.22
"4380","MPR","1990-05-22","nh4_n",NA
"4381","MPR","1990-05-29","k",1.07
"4382","MPR","1990-05-29","no3_n",217
"4383","MPR","1990-05-29","mg",2.12
"4384","MPR","1990-05-29","ca",9.24
"4385","MPR","1990-05-29","nh4_n",NA
"4386","MPR","1990-06-05","k",1.01
"4387","MPR","1990-06-05","no3_n",212
"4388","MPR","1990-06-05","mg",2.03
"4389","MPR","1990-06-05","ca",8.75
"4390","MPR","1990-06-05","nh4_n",NA
"4391","MPR","1990-06-12","k",1
"4392","MPR","1990-06-12","no3_n",213
"4393","MPR","1990-06-12","mg",2.11
"4394","MPR","1990-06-12","ca",9.06
"4395","MPR","1990-06-12","nh4_n",NA
"4396","MPR","1990-06-19","k",0.94
"4397","MPR","1990-06-19","no3_n",184
"4398","MPR","1990-06-19","mg",2.12
"4399","MPR","1990-06-19","ca",8.42
"4400","MPR","1990-06-19","nh4_n",NA
"4401","MPR","1990-06-26","k",0.87
"4402","MPR","1990-06-26","no3_n",237
"4403","MPR","1990-06-26","mg",1.58
"4404","MPR","1990-06-26","ca",6.25
"4405","MPR","1990-06-26","nh4_n",NA
"4406","MPR","1990-07-03","k",0.95
"4407","MPR","1990-07-03","no3_n",129
"4408","MPR","1990-07-03","mg",2.42
"4409","MPR","1990-07-03","ca",10.04
"4410","MPR","1990-07-03","nh4_n",NA
"4411","MPR","1990-07-10","k",0.91
"4412","MPR","1990-07-10","no3_n",153
"4413","MPR","1990-07-10","mg",2.35
"4414","MPR","1990-07-10","ca",9.93
"4415","MPR","1990-07-10","nh4_n",NA
"4416","MPR","1990-07-17","k",0.86
"4417","MPR","1990-07-17","no3_n",10
"4418","MPR","1990-07-17","mg",2.16
"4419","MPR","1990-07-17","ca",9.08
"4420","MPR","1990-07-17","nh4_n",NA
"4421","MPR","1990-07-24","k",0.98
"4422","MPR","1990-07-24","no3_n",328
"4423","MPR","1990-07-24","mg",1.13
"4424","MPR","1990-07-24","ca",4.31
"4425","MPR","1990-07-24","nh4_n",NA
"4426","MPR","1990-07-31","k",0.85
"4427","MPR","1990-07-31","no3_n",115
"4428","MPR","1990-07-31","mg",2.42
"4429","MPR","1990-07-31","ca",10.87
"4430","MPR","1990-07-31","nh4_n",NA
"4431","MPR","1990-08-07","k",0.89
"4432","MPR","1990-08-07","no3_n",101
"4433","MPR","1990-08-07","mg",2.76
"4434","MPR","1990-08-07","ca",11.45
"4435","MPR","1990-08-07","nh4_n",NA
"4436","MPR","1990-08-14","k",0.83
"4437","MPR","1990-08-14","no3_n",339
"4438","MPR","1990-08-14","mg",1.15
"4439","MPR","1990-08-14","ca",6.78
"4440","MPR","1990-08-14","nh4_n",NA
"4441","MPR","1990-08-21","k",0.85
"4442","MPR","1990-08-21","no3_n",127
"4443","MPR","1990-08-21","mg",2.35
"4444","MPR","1990-08-21","ca",10.15
"4445","MPR","1990-08-21","nh4_n",NA
"4446","MPR","1990-08-28","k",0.85
"4447","MPR","1990-08-28","no3_n",85
"4448","MPR","1990-08-28","mg",2.17
"4449","MPR","1990-08-28","ca",10.11
"4450","MPR","1990-08-28","nh4_n",NA
"4451","MPR","1990-09-04","k",0.85
"4452","MPR","1990-09-04","no3_n",112
"4453","MPR","1990-09-04","mg",2.12
"4454","MPR","1990-09-04","ca",9.01
"4455","MPR","1990-09-04","nh4_n",NA
"4456","MPR","1990-09-11","k",0.86
"4457","MPR","1990-09-11","no3_n",67
"4458","MPR","1990-09-11","mg",2.23
"4459","MPR","1990-09-11","ca",10.02
"4460","MPR","1990-09-11","nh4_n",NA
"4461","MPR","1990-09-18","k",0.83
"4462","MPR","1990-09-18","no3_n",129
"4463","MPR","1990-09-18","mg",1.78
"4464","MPR","1990-09-18","ca",8.39
"4465","MPR","1990-09-18","nh4_n",NA
"4466","MPR","1990-09-25","k",0.86
"4467","MPR","1990-09-25","no3_n",112
"4468","MPR","1990-09-25","mg",2.3
"4469","MPR","1990-09-25","ca",9.94
"4470","MPR","1990-09-25","nh4_n",NA
"4471","MPR","1990-10-02","k",0.76
"4472","MPR","1990-10-02","no3_n",88
"4473","MPR","1990-10-02","mg",2.09
"4474","MPR","1990-10-02","ca",8.94
"4475","MPR","1990-10-02","nh4_n",NA
"4476","MPR","1990-10-09","k",0.87
"4477","MPR","1990-10-09","no3_n",119
"4478","MPR","1990-10-09","mg",1.95
"4479","MPR","1990-10-09","ca",8.3
"4480","MPR","1990-10-09","nh4_n",NA
"4481","MPR","1990-10-16","k",0.78
"4482","MPR","1990-10-16","no3_n",138
"4483","MPR","1990-10-16","mg",2.17
"4484","MPR","1990-10-16","ca",8.05
"4485","MPR","1990-10-16","nh4_n",NA
"4486","MPR","1990-10-23","k",0.78
"4487","MPR","1990-10-23","no3_n",170
"4488","MPR","1990-10-23","mg",1.95
"4489","MPR","1990-10-23","ca",8
"4490","MPR","1990-10-23","nh4_n",NA
"4491","MPR","1990-10-30","k",0.71
"4492","MPR","1990-10-30","no3_n",133
"4493","MPR","1990-10-30","mg",1.36
"4494","MPR","1990-10-30","ca",4.39
"4495","MPR","1990-10-30","nh4_n",NA
"4496","MPR","1990-11-06","k",0.76
"4497","MPR","1990-11-06","no3_n",7
"4498","MPR","1990-11-06","mg",1.81
"4499","MPR","1990-11-06","ca",6.96
"4500","MPR","1990-11-06","nh4_n",NA
"4501","MPR","1990-11-13","k",0.77
"4502","MPR","1990-11-13","no3_n",NA
"4503","MPR","1990-11-13","mg",2.36
"4504","MPR","1990-11-13","ca",8.43
"4505","MPR","1990-11-13","nh4_n",NA
"4506","MPR","1990-11-20","k",0.78
"4507","MPR","1990-11-20","no3_n",171
"4508","MPR","1990-11-20","mg",2.33
"4509","MPR","1990-11-20","ca",9.45
"4510","MPR","1990-11-20","nh4_n",NA
"4511","MPR","1990-11-27","k",0.72
"4512","MPR","1990-11-27","no3_n",183
"4513","MPR","1990-11-27","mg",1.87
"4514","MPR","1990-11-27","ca",8.49
"4515","MPR","1990-11-27","nh4_n",NA
"4516","MPR","1990-12-04","k",0.7
"4517","MPR","1990-12-04","no3_n",216
"4518","MPR","1990-12-04","mg",0.36
"4519","MPR","1990-12-04","ca",0.21
"4520","MPR","1990-12-04","nh4_n",NA
"4521","MPR","1990-12-11","k",0.62
"4522","MPR","1990-12-11","no3_n",89
"4523","MPR","1990-12-11","mg",2.26
"4524","MPR","1990-12-11","ca",9.73
"4525","MPR","1990-12-11","nh4_n",NA
"4526","MPR","1990-12-18","k",0.56
"4527","MPR","1990-12-18","no3_n",165
"4528","MPR","1990-12-18","mg",2.14
"4529","MPR","1990-12-18","ca",9.49
"4530","MPR","1990-12-18","nh4_n",NA
"4531","MPR","1990-12-25","k",0.75
"4532","MPR","1990-12-25","no3_n",110
"4533","MPR","1990-12-25","mg",3.36
"4534","MPR","1990-12-25","ca",10.45
"4535","MPR","1990-12-25","nh4_n",NA
"4536","MPR","1990-12-31","k",0.88
"4537","MPR","1990-12-31","no3_n",158
"4538","MPR","1990-12-31","mg",1.18
"4539","MPR","1990-12-31","ca",4.72
"4540","MPR","1990-12-31","nh4_n",NA
"4541","MPR","1991-01-08","k",0.77
"4542","MPR","1991-01-08","no3_n",127
"4543","MPR","1991-01-08","mg",1.96
"4544","MPR","1991-01-08","ca",9.05
"4545","MPR","1991-01-08","nh4_n",NA
"4546","MPR","1991-01-15","k",0.59
"4547","MPR","1991-01-15","no3_n",NA
"4548","MPR","1991-01-15","mg",2.09
"4549","MPR","1991-01-15","ca",8.5
"4550","MPR","1991-01-15","nh4_n",NA
"4551","MPR","1991-01-22","k",0.35
"4552","MPR","1991-01-22","no3_n",123
"4553","MPR","1991-01-22","mg",3.34
"4554","MPR","1991-01-22","ca",5.02
"4555","MPR","1991-01-22","nh4_n",NA
"4556","MPR","1991-01-29","k",0.66
"4557","MPR","1991-01-29","no3_n",106
"4558","MPR","1991-01-29","mg",2.34
"4559","MPR","1991-01-29","ca",5.24
"4560","MPR","1991-01-29","nh4_n",NA
"4561","MPR","1991-02-05","k",0.66
"4562","MPR","1991-02-05","no3_n",234
"4563","MPR","1991-02-05","mg",1.58
"4564","MPR","1991-02-05","ca",6.49
"4565","MPR","1991-02-05","nh4_n",NA
"4566","MPR","1991-02-12","k",0.74
"4567","MPR","1991-02-12","no3_n",63
"4568","MPR","1991-02-12","mg",2.31
"4569","MPR","1991-02-12","ca",9.52
"4570","MPR","1991-02-12","nh4_n",NA
"4571","MPR","1991-02-19","k",0.62
"4572","MPR","1991-02-19","no3_n",219
"4573","MPR","1991-02-19","mg",1.36
"4574","MPR","1991-02-19","ca",5.63
"4575","MPR","1991-02-19","nh4_n",NA
"4576","MPR","1991-02-26","k",0.65
"4577","MPR","1991-02-26","no3_n",32
"4578","MPR","1991-02-26","mg",2.05
"4579","MPR","1991-02-26","ca",7.68
"4580","MPR","1991-02-26","nh4_n",NA
"4581","MPR","1991-03-05","k",0.6
"4582","MPR","1991-03-05","no3_n",NA
"4583","MPR","1991-03-05","mg",2.09
"4584","MPR","1991-03-05","ca",8.65
"4585","MPR","1991-03-05","nh4_n",NA
"4586","MPR","1991-03-12","k",2.7
"4587","MPR","1991-03-12","no3_n",114
"4588","MPR","1991-03-12","mg",2.18
"4589","MPR","1991-03-12","ca",9.9
"4590","MPR","1991-03-12","nh4_n",NA
"4591","MPR","1991-03-19","k",0.76
"4592","MPR","1991-03-19","no3_n",164
"4593","MPR","1991-03-19","mg",1.62
"4594","MPR","1991-03-19","ca",6.9
"4595","MPR","1991-03-19","nh4_n",NA
"4596","MPR","1991-03-26","k",0.63
"4597","MPR","1991-03-26","no3_n",133
"4598","MPR","1991-03-26","mg",2.14
"4599","MPR","1991-03-26","ca",NA
"4600","MPR","1991-03-26","nh4_n",NA
"4601","MPR","1991-04-02","k",0.67
"4602","MPR","1991-04-02","no3_n",14
"4603","MPR","1991-04-02","mg",2.23
"4604","MPR","1991-04-02","ca",4.58
"4605","MPR","1991-04-02","nh4_n",NA
"4606","MPR","1991-04-15","k",0.75
"4607","MPR","1991-04-15","no3_n",29
"4608","MPR","1991-04-15","mg",1.13
"4609","MPR","1991-04-15","ca",4.31
"4610","MPR","1991-04-15","nh4_n",NA
"4611","MPR","1991-04-23","k",0.85
"4612","MPR","1991-04-23","no3_n",70
"4613","MPR","1991-04-23","mg",1.33
"4614","MPR","1991-04-23","ca",4
"4615","MPR","1991-04-23","nh4_n",NA
"4616","MPR","1991-04-30","k",0.83
"4617","MPR","1991-04-30","no3_n",55
"4618","MPR","1991-04-30","mg",1.13
"4619","MPR","1991-04-30","ca",4.31
"4620","MPR","1991-04-30","nh4_n",NA
"4621","MPR","1991-05-07","k",0.66
"4622","MPR","1991-05-07","no3_n",32
"4623","MPR","1991-05-07","mg",0.84
"4624","MPR","1991-05-07","ca",5.02
"4625","MPR","1991-05-07","nh4_n",NA
"4626","MPR","1991-05-14","k",0.73
"4627","MPR","1991-05-14","no3_n",75
"4628","MPR","1991-05-14","mg",0.84
"4629","MPR","1991-05-14","ca",5.09
"4630","MPR","1991-05-14","nh4_n",NA
"4631","MPR","1991-05-21","k",0.73
"4632","MPR","1991-05-21","no3_n",45
"4633","MPR","1991-05-21","mg",NA
"4634","MPR","1991-05-21","ca",NA
"4635","MPR","1991-05-21","nh4_n",NA
"4636","MPR","1991-05-28","k",NA
"4637","MPR","1991-05-28","no3_n",10
"4638","MPR","1991-05-28","mg",0.36
"4639","MPR","1991-05-28","ca",NA
"4640","MPR","1991-05-28","nh4_n",NA
"4641","MPR","1991-06-04","k",0.84
"4642","MPR","1991-06-04","no3_n",86
"4643","MPR","1991-06-04","mg",0.87
"4644","MPR","1991-06-04","ca",5.08
"4645","MPR","1991-06-04","nh4_n",NA
"4646","MPR","1991-06-11","k",NA
"4647","MPR","1991-06-11","no3_n",68
"4648","MPR","1991-06-11","mg",0.45
"4649","MPR","1991-06-11","ca",NA
"4650","MPR","1991-06-11","nh4_n",NA
"4651","MPR","1991-06-18","k",NA
"4652","MPR","1991-06-18","no3_n",54
"4653","MPR","1991-06-18","mg",NA
"4654","MPR","1991-06-18","ca",NA
"4655","MPR","1991-06-18","nh4_n",NA
"4656","MPR","1991-06-25","k",0.79
"4657","MPR","1991-06-25","no3_n",6
"4658","MPR","1991-06-25","mg",0.87
"4659","MPR","1991-06-25","ca",5.14
"4660","MPR","1991-06-25","nh4_n",NA
"4661","MPR","1991-07-02","k",0.75
"4662","MPR","1991-07-02","no3_n",138
"4663","MPR","1991-07-02","mg",0.8
"4664","MPR","1991-07-02","ca",5.31
"4665","MPR","1991-07-02","nh4_n",NA
"4666","MPR","1991-07-09","k",0.79
"4667","MPR","1991-07-09","no3_n",135
"4668","MPR","1991-07-09","mg",0.91
"4669","MPR","1991-07-09","ca",5.06
"4670","MPR","1991-07-09","nh4_n",NA
"4671","MPR","1991-07-16","k",1.02
"4672","MPR","1991-07-16","no3_n",25
"4673","MPR","1991-07-16","mg",2.23
"4674","MPR","1991-07-16","ca",4.58
"4675","MPR","1991-07-16","nh4_n",NA
"4676","MPR","1991-07-23","k",0.67
"4677","MPR","1991-07-23","no3_n",10
"4678","MPR","1991-07-23","mg",2.23
"4679","MPR","1991-07-23","ca",4.58
"4680","MPR","1991-07-23","nh4_n",NA
"4681","MPR","1991-07-30","k",0.64
"4682","MPR","1991-07-30","no3_n",10
"4683","MPR","1991-07-30","mg",2.44
"4684","MPR","1991-07-30","ca",4.26
"4685","MPR","1991-07-30","nh4_n",NA
"4686","MPR","1991-08-06","k",0.75
"4687","MPR","1991-08-06","no3_n",79
"4688","MPR","1991-08-06","mg",3
"4689","MPR","1991-08-06","ca",10.24
"4690","MPR","1991-08-06","nh4_n",NA
"4691","MPR","1991-08-13","k",0.78
"4692","MPR","1991-08-13","no3_n",NA
"4693","MPR","1991-08-13","mg",3.27
"4694","MPR","1991-08-13","ca",10.91
"4695","MPR","1991-08-13","nh4_n",NA
"4696","MPR","1991-08-20","k",0.71
"4697","MPR","1991-08-20","no3_n",NA
"4698","MPR","1991-08-20","mg",2.9
"4699","MPR","1991-08-20","ca",11.19
"4700","MPR","1991-08-20","nh4_n",NA
"4701","MPR","1991-08-27","k",1.08
"4702","MPR","1991-08-27","no3_n",109
"4703","MPR","1991-08-27","mg",2.97
"4704","MPR","1991-08-27","ca",8.74
"4705","MPR","1991-08-27","nh4_n",NA
"4706","MPR","1991-09-03","k",0.89
"4707","MPR","1991-09-03","no3_n",15
"4708","MPR","1991-09-03","mg",2.19
"4709","MPR","1991-09-03","ca",7.95
"4710","MPR","1991-09-03","nh4_n",NA
"4711","MPR","1991-09-10","k",1.09
"4712","MPR","1991-09-10","no3_n",56
"4713","MPR","1991-09-10","mg",2.74
"4714","MPR","1991-09-10","ca",11.21
"4715","MPR","1991-09-10","nh4_n",NA
"4716","MPR","1991-09-17","k",0.79
"4717","MPR","1991-09-17","no3_n",86
"4718","MPR","1991-09-17","mg",2.39
"4719","MPR","1991-09-17","ca",8.31
"4720","MPR","1991-09-17","nh4_n",NA
"4721","MPR","1991-09-24","k",0.67
"4722","MPR","1991-09-24","no3_n",94
"4723","MPR","1991-09-24","mg",2.91
"4724","MPR","1991-09-24","ca",11.02
"4725","MPR","1991-09-24","nh4_n",NA
"4726","MPR","1991-10-01","k",0.77
"4727","MPR","1991-10-01","no3_n",122
"4728","MPR","1991-10-01","mg",1.9
"4729","MPR","1991-10-01","ca",6.18
"4730","MPR","1991-10-01","nh4_n",NA
"4731","MPR","1991-10-08","k",0.79
"4732","MPR","1991-10-08","no3_n",81
"4733","MPR","1991-10-08","mg",2.22
"4734","MPR","1991-10-08","ca",8.04
"4735","MPR","1991-10-08","nh4_n",NA
"4736","MPR","1991-10-15","k",0.76
"4737","MPR","1991-10-15","no3_n",285
"4738","MPR","1991-10-15","mg",2.07
"4739","MPR","1991-10-15","ca",7.26
"4740","MPR","1991-10-15","nh4_n",NA
"4741","MPR","1991-10-22","k",0.76
"4742","MPR","1991-10-22","no3_n",104
"4743","MPR","1991-10-22","mg",2.3
"4744","MPR","1991-10-22","ca",7.33
"4745","MPR","1991-10-22","nh4_n",NA
"4746","MPR","1991-10-29","k",NA
"4747","MPR","1991-10-29","no3_n",107
"4748","MPR","1991-10-29","mg",NA
"4749","MPR","1991-10-29","ca",NA
"4750","MPR","1991-10-29","nh4_n",NA
"4751","MPR","1991-11-05","k",0.26
"4752","MPR","1991-11-05","no3_n",100
"4753","MPR","1991-11-05","mg",0.55
"4754","MPR","1991-11-05","ca",1.53
"4755","MPR","1991-11-05","nh4_n",NA
"4756","MPR","1991-11-12","k",0.83
"4757","MPR","1991-11-12","no3_n",196
"4758","MPR","1991-11-12","mg",2.22
"4759","MPR","1991-11-12","ca",7.1
"4760","MPR","1991-11-12","nh4_n",NA
"4761","MPR","1991-11-18","k",0.92
"4762","MPR","1991-11-18","no3_n",27
"4763","MPR","1991-11-18","mg",2.62
"4764","MPR","1991-11-18","ca",8.78
"4765","MPR","1991-11-18","nh4_n",NA
"4766","MPR","1991-11-26","k",0.83
"4767","MPR","1991-11-26","no3_n",114
"4768","MPR","1991-11-26","mg",2.23
"4769","MPR","1991-11-26","ca",6.72
"4770","MPR","1991-11-26","nh4_n",NA
"4771","MPR","1991-12-03","k",0.67
"4772","MPR","1991-12-03","no3_n",10
"4773","MPR","1991-12-03","mg",1.77
"4774","MPR","1991-12-03","ca",6.48
"4775","MPR","1991-12-03","nh4_n",NA
"4776","MPR","1991-12-10","k",0.74
"4777","MPR","1991-12-10","no3_n",127
"4778","MPR","1991-12-10","mg",2.04
"4779","MPR","1991-12-10","ca",7.07
"4780","MPR","1991-12-10","nh4_n",NA
"4781","MPR","1991-12-17","k",0.23
"4782","MPR","1991-12-17","no3_n",128
"4783","MPR","1991-12-17","mg",0.46
"4784","MPR","1991-12-17","ca",0.35
"4785","MPR","1991-12-17","nh4_n",NA
"4786","MPR","1991-12-23","k",0.68
"4787","MPR","1991-12-23","no3_n",143
"4788","MPR","1991-12-23","mg",2.22
"4789","MPR","1991-12-23","ca",9.57
"4790","MPR","1991-12-23","nh4_n",NA
"4791","MPR","1991-12-30","k",0.71
"4792","MPR","1991-12-30","no3_n",99
"4793","MPR","1991-12-30","mg",2.3
"4794","MPR","1991-12-30","ca",10.13
"4795","MPR","1991-12-30","nh4_n",NA
"4796","MPR","1992-01-07","k",1.03
"4797","MPR","1992-01-07","no3_n",196
"4798","MPR","1992-01-07","mg",1.54
"4799","MPR","1992-01-07","ca",6.67
"4800","MPR","1992-01-07","nh4_n",NA
"4801","MPR","1992-01-14","k",0.71
"4802","MPR","1992-01-14","no3_n",149
"4803","MPR","1992-01-14","mg",1.85
"4804","MPR","1992-01-14","ca",8.11
"4805","MPR","1992-01-14","nh4_n",NA
"4806","MPR","1992-01-21","k",0.79
"4807","MPR","1992-01-21","no3_n",109
"4808","MPR","1992-01-21","mg",2.26
"4809","MPR","1992-01-21","ca",9.51
"4810","MPR","1992-01-21","nh4_n",NA
"4811","MPR","1992-01-28","k",0.77
"4812","MPR","1992-01-28","no3_n",94
"4813","MPR","1992-01-28","mg",2.16
"4814","MPR","1992-01-28","ca",9.06
"4815","MPR","1992-01-28","nh4_n",NA
"4816","MPR","1992-02-04","k",0.88
"4817","MPR","1992-02-04","no3_n",179
"4818","MPR","1992-02-04","mg",2.04
"4819","MPR","1992-02-04","ca",9.2
"4820","MPR","1992-02-04","nh4_n",NA
"4821","MPR","1992-02-11","k",0.9
"4822","MPR","1992-02-11","no3_n",56
"4823","MPR","1992-02-11","mg",2.52
"4824","MPR","1992-02-11","ca",10.78
"4825","MPR","1992-02-11","nh4_n",NA
"4826","MPR","1992-02-18","k",0.95
"4827","MPR","1992-02-18","no3_n",35
"4828","MPR","1992-02-18","mg",2.76
"4829","MPR","1992-02-18","ca",11.37
"4830","MPR","1992-02-18","nh4_n",NA
"4831","MPR","1992-02-25","k",0.9
"4832","MPR","1992-02-25","no3_n",205
"4833","MPR","1992-02-25","mg",2.02
"4834","MPR","1992-02-25","ca",15.31
"4835","MPR","1992-02-25","nh4_n",NA
"4836","MPR","1992-03-03","k",0.82
"4837","MPR","1992-03-03","no3_n",201
"4838","MPR","1992-03-03","mg",1.96
"4839","MPR","1992-03-03","ca",15.81
"4840","MPR","1992-03-03","nh4_n",NA
"4841","MPR","1992-03-10","k",1.67
"4842","MPR","1992-03-10","no3_n",109
"4843","MPR","1992-03-10","mg",2.33
"4844","MPR","1992-03-10","ca",11.05
"4845","MPR","1992-03-10","nh4_n",NA
"4846","MPR","1992-03-17","k",0.92
"4847","MPR","1992-03-17","no3_n",112
"4848","MPR","1992-03-17","mg",2.23
"4849","MPR","1992-03-17","ca",8.29
"4850","MPR","1992-03-17","nh4_n",NA
"4851","MPR","1992-03-24","k",0.93
"4852","MPR","1992-03-24","no3_n",NA
"4853","MPR","1992-03-24","mg",1.59
"4854","MPR","1992-03-24","ca",2.61
"4855","MPR","1992-03-24","nh4_n",NA
"4856","MPR","1992-04-01","k",1.1
"4857","MPR","1992-04-01","no3_n",52
"4858","MPR","1992-04-01","mg",1.75
"4859","MPR","1992-04-01","ca",8.54
"4860","MPR","1992-04-01","nh4_n",NA
"4861","MPR","1992-04-07","k",1.06
"4862","MPR","1992-04-07","no3_n",105
"4863","MPR","1992-04-07","mg",3.47
"4864","MPR","1992-04-07","ca",4.88
"4865","MPR","1992-04-07","nh4_n",NA
"4866","MPR","1992-04-14","k",0.23
"4867","MPR","1992-04-14","no3_n",48
"4868","MPR","1992-04-14","mg",7.21
"4869","MPR","1992-04-14","ca",NA
"4870","MPR","1992-04-14","nh4_n",NA
"4871","MPR","1992-04-21","k",0.64
"4872","MPR","1992-04-21","no3_n",27
"4873","MPR","1992-04-21","mg",2.2
"4874","MPR","1992-04-21","ca",8.43
"4875","MPR","1992-04-21","nh4_n",NA
"4876","MPR","1992-04-28","k",1.11
"4877","MPR","1992-04-28","no3_n",54
"4878","MPR","1992-04-28","mg",2.54
"4879","MPR","1992-04-28","ca",9.9
"4880","MPR","1992-04-28","nh4_n",NA
"4881","MPR","1992-05-05","k",0.73
"4882","MPR","1992-05-05","no3_n",100
"4883","MPR","1992-05-05","mg",1.73
"4884","MPR","1992-05-05","ca",8.18
"4885","MPR","1992-05-05","nh4_n",NA
"4886","MPR","1992-05-12","k",0.86
"4887","MPR","1992-05-12","no3_n",28
"4888","MPR","1992-05-12","mg",1.97
"4889","MPR","1992-05-12","ca",8.19
"4890","MPR","1992-05-12","nh4_n",NA
"4891","MPR","1992-05-19","k",0.93
"4892","MPR","1992-05-19","no3_n",97
"4893","MPR","1992-05-19","mg",2.21
"4894","MPR","1992-05-19","ca",9.37
"4895","MPR","1992-05-19","nh4_n",NA
"4896","MPR","1992-05-26","k",0.94
"4897","MPR","1992-05-26","no3_n",NA
"4898","MPR","1992-05-26","mg",1.42
"4899","MPR","1992-05-26","ca",5.82
"4900","MPR","1992-05-26","nh4_n",NA
"4901","MPR","1992-06-02","k",0.59
"4902","MPR","1992-06-02","no3_n",80
"4903","MPR","1992-06-02","mg",0.91
"4904","MPR","1992-06-02","ca",3.47
"4905","MPR","1992-06-02","nh4_n",NA
"4906","MPR","1992-06-09","k",0.89
"4907","MPR","1992-06-09","no3_n",14
"4908","MPR","1992-06-09","mg",2.15
"4909","MPR","1992-06-09","ca",8.57
"4910","MPR","1992-06-09","nh4_n",NA
"4911","MPR","1992-06-16","k",0.77
"4912","MPR","1992-06-16","no3_n",35
"4913","MPR","1992-06-16","mg",1.23
"4914","MPR","1992-06-16","ca",4.49
"4915","MPR","1992-06-16","nh4_n",NA
"4916","MPR","1992-06-23","k",0.71
"4917","MPR","1992-06-23","no3_n",29
"4918","MPR","1992-06-23","mg",1.61
"4919","MPR","1992-06-23","ca",5.92
"4920","MPR","1992-06-23","nh4_n",NA
"4921","MPR","1992-06-30","k",0.86
"4922","MPR","1992-06-30","no3_n",29
"4923","MPR","1992-06-30","mg",2.63
"4924","MPR","1992-06-30","ca",10.24
"4925","MPR","1992-06-30","nh4_n",NA
"4926","MPR","1992-07-07","k",0.94
